1;KONG: SKULL ISLAND;118min;Kong: Skull Island is a 2017 American monster film directed by Jordan Vogt-Roberts and written by Dan Gilroy/, Max Borenstein and Derek Connolly, from a story by John Gatins. The film is a reboot of the King Kong franchise and serves as the second film /in Legendary's MonsterVerse. It stars an ensemble cast consisting of Tom Hiddleston, Samuel L. Jackson, John Goodman, Brie Larson, Jing Tian, Toby Kebbell, John Ortiz, Corey Hawkins, /Jason Mitchell,Shea Whigham, Thomas Mann, Terry Notary and John C. Reilly. The film follows a team of scientists and Vietnam War soldiers who travel to an uncharted island in the Pacific and encounter /terrifying creatures and the mighty Kong.;pic/1.png;16
2;LOGAN;135min;Variants significantly reduced, X war has been dissolved. /Physically and mentally tired of the twilight of the dragon root loopholes gradually disappear, /drink all day and rely on the driver to live, he was in the Mexican border to /take care of suffering from tortured Charles Xavier. Suddenly one day, a strange woman asked Rogen to /carry a girl named Laura Ginny to the Canadian border, and Rogan refused, but Charles Xavier was waiting for the girl to appear. /Ginny has a super combat effectiveness, and in many ways much like Wolverine. She was tracked by a strong company behind the scenes, /because her DNA has a connection to the secret of Rogan, thus an endless hunt to start;pic/2.png;16
3;BEAUTY AND THE BEAST;130min;Beauty and the Beast is a 1991 American animated musical romantic fantasy film produced by Walt Disney Feature Animation /and released by Walt Disney Pictures. Beauty and the Beast focuses on the relationship between the Beast (voice of Robby Benson), /a prince who is magically transformed into a monster as punishment for his arrogance, and Belle (voice of Paige O'Hara), a beautiful young woman whom he imprisons in his castle./To become a prince again, Beast must win her love in return. Otherwise, he will remain a monster forever. /The film also features the voices of Richard White, Jerry Orbach, David Ogden Stiers, and Angela Lansbury.;pic/3.png;16
4;MOONLIGHT;111min;Moonlight is a 2016 American coming-of-age drama film written and directed by Barry Jenkins /and based on Tarell Alvin McCraney's unpublished semi-autobiographical play In Moonlight Black Boys Look Blue. It stars Trevante Rhodes, Andr¨¦ Holland, Janelle Mon¨¢e, Ashton Sanders, Naomie Harris, and Mahershala Ali. /The film presents three stages in the life of the main character. It explores the difficulties he faces with his own sexuality and identity,/ including the physical and emotional abuse he receives as a result of it.;pic/4.png;16
5;LA LA LAND;128min;La La Land is a 2016 American musical romantic drama film written and directed by Damien Chazelle, /and starring Ryan Gosling and Emma Stone as a musician and an aspiring actress who meet and fall in love in Los Angeles./ The film's title refers both to the city of Los Angeles and to the idiom for being out of touch with reality.;pic/5.png;16
